107,95
67,59
59,55
72,137
184,86
16,93
150,93
134,85
107,131
99,127
38,117
56,165
17,94
97,166
58,95
143,53
15,133
180,57
98,167
105,63
50,127
91,128
137,95
110,141
83,124
90,163
102,137
48,166
127,81
74,75
139,55
39,117
180,93
126,85
91,164
138,96
16,70
103,138
150,70
88,95
106,143
181,57
25,155
154,40
100,69
45,133
37,129
112,43
56,142
131,56
120,163
121,128
78,166
69,117
156,85
26,155
79,167
139,32
32,55
91,141
83,137
75,133
168,95
161,56
33,136
107,85
99,81
105,161
111,55
16,83
56,119
35,96
108,166
22,126
183,80
28,57
109,131
34,137
146,49
119,95
65,124
37,142
56,155
112,56
89,152
50,81
109,167
68,129
14,158
69,94
101,126
62,55
113,137
187,86
59,166
19,93
137,85
110,131
156,98
29,143
102,127
41,117
120,32
20,94
60,130
51,81
105,138
124,151
16,60
142,56
182,92
88,85
25,145
53,127
93,163
85,159
92,55
37,119
51,166
56,132
112,33
17,61
183,93
14,135
80,80
141,96
38,120
71,117
89,165
90,130
91,95
82,126
42,90
103,69
93,55
83,127
29,156
75,123
81,166
160,81
60,143
33,126
153,42
172,55
44,135
72,117
105,151
37,96
171,96
34,127
120,130
121,95
154,43
67,124
146,39
32,166
112,46
70,129
123,55
164,56
143,33
110,85
121,131
113,127
111,166
186,80
90,143
123,140
84,69
149,49
122,95
95,78
40,142
60,120
106,87
53,81
112,167
104,163
105,128
65,55
124,141
116,137
62,166
22,93
88,75
153,55
53,117
140,85
85,149
132,81
32,143
151,94
56,122
117,138
89,119
123,32
68,96
15,90
61,57
80,70
67,137
18,95
19,60
59,133
152,95
144,91
185,92
145,56
91,85
90,120
83,81
95,55
19,96
20,61
106,64
92,166
52,93
31,70
186,93
23,66
123,153
83,117
170,85
29,146
136,92
96,56
182,59
52,129
53,94
46,55
105,141
51,133
49,60
68,73
182,95
129,89
175,56
121,85
113,81
85,162
112,36
24,152
70,119
125,55
36,126
82,93
174,96
166,92
82,129
83,94
115,126
149,39
114,81
106,77
33,93
167,93
116,127
182,72
14,79
134,32
74,130
114,166
121,62
34,94
12,155
152,49
98,78
43,142
49,73
77,55
35,138
15,80
67,127
113,94
154,95
13,156
78,136
119,137
65,166
144,81
17,126
91,75
156,55
143,85
21,96
155,96
60,87
33,70
126,32
44,79
23,56
105,95
123,143
107,55
148,56
86,81
105,131
89,86
22,96
14,92
15,57
95,166
121,75
26,66
181,89
86,117
173,85
79,78
97,126
89,122
16,138
96,167
101,96
88,163
155,73
100,137
46,166
185,95
137,55
178,56
124,85
116,81
135,94
106,67
73,119
52,96
45,57
182,62
128,91
14,69
106,152
67,81
12,145
79,55
152,39
70,86
49,63
36,93
15,70
96,144
162,89
154,85
146,81
119,127
165,94
70,122
76,165
82,96
137,32
36,129
75,57
94,70
166,95
25,56
159,56
105,85
136,72
109,55
122,137
147,81
20,126
184,85
14,82
87,152
121,65
106,165
67,94
181,79
26,56
99,126
98,81
144,48
16,128
17,93
35,141
56,164
110,55
68,138
29,67
14,167
155,63
100,127
185,85
98,166
105,62
75,70
54,96
74,74
180,92
44,82
91,163
56,56
138,95
103,137
54,132
14,59
128,81
106,142
140,55
181,56
67,71
44,167
89,89
17,70
55,96
181,92
38,129
49,138
121,163
155,76
79,166
105,75
170,55
157,85
108,80
27,155
11,147
85,96
140,32
37,56
97,70
35,95
169,95
161,91
162,56
106,155
181,69
25,167
100,81
65,123
37,141
56,154
57,119
36,96
109,166
68,128
14,157
29,57
69,93
187,85
38,142
90,152
69,129
115,96
156,97
15,158
26,167
147,48
188,86
93,77
20,93
30,137
138,85
110,166
157,98
103,127
60,165
106,132
67,61
66,96
121,32
59,57
78,70
16,95
56,131
17,60
150,95
183,92
38,119
56,167
89,164
68,141
29,70
143,55
15,135
21,66
180,59
105,65
90,165
83,126
29,155
74,77
60,142
180,95
11,137
85,86
51,93
89,56
161,81
34,126
181,59
154,42
173,55
45,135
146,38
111,80
112,45
38,96
56,144
68,118
143,32
120,165
40,56
121,130
113,126
112,81
90,142
124,55
82,138
28,167
122,94
147,38
60,119
39,96
30,127
112,166
75,135
150,49
114,126
41,142
88,74
33,138
107,87
72,129
118,96
105,163
70,56
56,121
16,85
117,137
68,95
154,55
80,69
141,85
152,94
144,90
90,119
124,32
69,96
14,160
81,70
19,95
179,84
20,60
101,164
29,145
84,81
96,55
20,96
60,132
52,128
53,93
32,70
24,66
84,117
124,153
171,85
182,94
88,87
53,129
99,96
25,147
85,161
37,121
56,134
112,35
49,95
183,95
14,137
69,73
176,56
120,155
89,167
50,96
90,132
164,81
82,128
83,93
101,141
149,38
114,80
106,76
167,92
83,129
43,56
29,158
75,125
116,126
150,39
40,167
182,71
33,128
34,93
153,44
72,119
44,137
105,153
117,127
49,72
15,79
74,165
120,132
113,93
13,155
92,70
78,135
112,48
36,138
69,86
73,56
70,167
30,94
145,81
23,55
82,141
123,142
157,55
115,138
95,80
87,76
60,122
106,89
72,96
24,56
124,143
22,95
182,84
88,77
14,91
121,74
25,137
85,151
151,96
89,121
14,127
15,92
101,95
96,166
80,72
27,66
59,135
174,85
98,126
144,93
185,94
90,122
82,118
102,96
54,56
106,66
186,95
138,55
123,155
42,167
117,81
136,94
182,61
128,90
53,96
44,127
105,143
49,62
15,69
129,91
121,87
132,96
97,138
70,121
71,86
43,167
144,70
36,128
82,95
47,137
94,69
155,85
166,94
63,118
138,32
83,96
95,70
136,71
81,135
33,95
106,79
167,95
39,138
76,56
182,74
14,81
73,167
34,96
148,81
121,64
26,55
85,141
23,166
16,127
49,75
55,118
101,85
15,82
88,152
107,165
67,129
113,96
27,56
100,126
119,139
16,163
145,48
63,95
91,77
36,141
28,137
69,138
75,69
60,89
106,56
25,68
44,81
186,85
123,145
56,55
22,62
54,131
14,58
57,56
89,88
14,94
15,59
55,95
87,164
121,77
66,141
181,91
141,55
99,138
79,80
89,124
55,131
47,127
155,75
166,84
185,97
44,58
105,74
135,96
87,56
74,86
147,70
11,146
85,95
159,81
44,94
37,55
171,55
97,69
109,80
182,64
128,93
14,71
161,90
106,154
181,68
86,96
12,147
141,32
38,56
23,156
98,70
36,95
96,146
162,91
118,164
119,129
165,96
38,141
58,119
76,167
28,127
69,128
115,95
15,157
61,124
26,166
188,85
112,126
30,136
105,87
91,152
115,131
116,96
157,97
136,74
27,167
148,48
60,164
66,95
67,60
39,141
78,69
150,94
121,67
106,167
67,96
79,70
16,130
17,95
56,166
82,75
143,54
47,117
155,65
146,96
60,56
111,138
57,167
105,64
90,164
69,141
74,76
139,56
91,165
89,55
54,134
14,61
169,84
106,144
67,73
12,137
86,86
89,91
56,143
90,56
87,167
162,81
40,55
99,141
174,55
37,166
112,80
115,85
121,165
41,56
26,156
39,95
30,126
105,77
50,141
42,137
83,138
29,167
168,96
120,56
148,38
11,149
31,127
72,128
118,95
70,55
16,84
161,93
106,157
34,138
181,71
118,131
119,96
71,56
56,156
49,117
28,94
68,130
69,95
14,159
21,55
81,69
155,55
113,138
59,167
15,160
101,163
61,127
20,95
180,84
25,61
85,75
102,164
149,96
114,138
60,167
88,86
67,63
106,134
53,128
99,95
72,141
25,146
56,133
183,94
14,136
120,154
80,81
100,96
38,121
49,130
50,95
89,166
42,91
15,137
121,155
80,117
179,96
93,56
90,167
83,128
43,55
29,157
75,124
94,137
150,38
40,166
74,79
11,139
153,43
172,56
72,118
118,85
44,136
105,152
130,96
89,58
117,126
41,167
142,70
74,164
154,44
45,137
92,69
112,47
56,146
123,56
143,34
61,81
120,167
121,132
73,55
79,135
70,166
30,93
90,144
122,96
74,56
93,69
106,88
60,121
71,167
31,94
72,95
104,164
24,55
124,142
75,137
35,64
21,166
160,95
88,76
153,56
99,85
105,165
56,123
36,65
28,61
14,126
15,91
80,71
67,138
18,96
152,96
104,56
144,92
90,121
82,117
15,127
102,95
54,55
20,62
186,94
23,67
123,154
83,118
29,147
103,96
94,127
60,134
52,130
53,95
105,142
124,155
182,96
88,89
129,90
134,56
25,149
93,167
45,127
85,163
132,95
37,123
112,37
97,137
43,166
183,97
14,139
86,164
133,96
98,138
145,70
90,134
63,117
42,94
83,95
82,130
48,137
95,69
106,78
167,94
64,81
43,58
29,160
75,127
84,96
21,156
182,73
33,130
74,131
153,46
34,95
73,166
25,126
64,117
105,155
151,85
49,74
77,56
163,96
15,81
74,167
120,134
67,128
113,95
86,141
27,55
24,166
91,76
42,71
156,56
102,85
94,81
60,88
106,55
30,96
123,144
29,137
114,95
60,124
106,91
107,56
104,167
105,132
124,145
57,55
108,137
182,86
54,166
14,93
121,76
26,67
85,153
132,85
97,127
58,56
89,123
115,32
15,94
55,130
88,164
67,141
59,137
100,138
185,96
90,124
137,56
82,120
48,127
87,55
106,68
167,84
186,97
44,93
136,96
182,63
128,92
88,56
148,70
66,117
45,94
86,95
38,55
23,155
98,69
49,64
129,93
15,71
96,145
121,89
67,118
113,85
118,163
24,156
70,123
76,166
55,143
28,126
75,58
119,164
166,96
77,167
75,94
116,95
95,72
136,73
27,166
25,93
118,55
31,136
116,131
76,58
117,96
108,127
182,76
14,83
121,66
106,166
67,95
181,80
85,143
79,69
144,49
16,129
35,142
110,56
55,120
107,167
59,127
155,64
146,95
60,55
99,163
111,137
185,86
57,166
83,75
48,117
135,85
60,91
106,58
25,70
112,138
44,83
118,32
58,167
136,86
14,60
147,95
140,56
67,72
78,81
51,127
89,90
90,55
14,96
15,61
87,166
121,79
26,70
181,93
13,137
18,66
78,117
91,56
82,87
88,167
121,164
155,77
41,55
100,141
92,137
166,86
38,166
177,95
105,76
170,56
116,85
108,81
27,156
120,55
11,148
44,96
31,126
14,73
169,96
74,124
121,56
106,156
161,92
12,149
181,70
32,127
98,72
144,39
71,55
96,148
28,93
29,58
162,93
119,131
111,127
50,117
29,94
15,159
33,64
147,49
180,83
72,55
30,138
105,89
110,167
102,163
136,76
149,95
62,127
114,137
60,166
106,133
67,62
86,75
59,58
151,55
51,117
16,96
103,164
150,96
28,70
181,83
18,56
100,95
59,94
79,72
56,168
102,55
143,56
15,136
21,67
121,154
81,81
155,67
60,58
92,127
179,95
105,66
50,130
81,117
74,78
180,96
11,138
91,167
51,94
43,90
130,95
89,57
95,137
14,63
41,166
106,146
67,75
181,60
12,139
132,55
173,56
45,136
119,85
111,81
56,145
90,58
96,138
68,119
47,96
120,166
46,137
131,95
104,78
49,142
124,56
62,81
121,167
80,129
147,39
74,55
30,128
105,79
71,166
31,93
75,136
149,85
94,149
114,127
120,58
11,151
132,32
32,94
105,164
89,70
36,64
161,95
181,73
154,56
100,85
92,81
65,127
56,158
