181,44
84,148
95,157
55,84
134,85
48,45
107,131
99,127
146,59
46,121
92,88
45,156
38,117
104,62
123,75
68,139
61,100
127,45
38,153
105,63
50,127
169,47
93,88
39,117
85,84
30,148
126,85
13,65
78,45
75,156
150,70
95,134
169,83
55,61
162,44
153,75
118,117
45,133
70,77
56,142
131,56
36,84
123,52
69,81
14,145
115,48
29,45
67,157
187,73
46,134
92,101
79,131
69,117
115,84
15,146
156,85
135,62
61,113
108,45
19,116
93,65
125,134
30,125
122,128
169,60
161,56
107,85
153,52
59,45
72,127
45,110
119,59
65,88
16,83
47,70
154,53
99,117
45,146
92,78
37,142
112,56
97,156
164,66
15,123
98,157
71,140
51,45
138,50
137,85
102,127
48,156
74,65
41,117
13,55
138,86
184,53
89,44
130,82
150,60
25,145
45,123
92,55
38,84
97,133
77,75
69,71
61,67
40,44
81,45
187,63
78,156
38,120
98,134
104,65
71,117
61,103
122,82
160,45
39,84
12,67
32,45
91,131
124,128
29,156
130,59
169,50
161,46
107,75
72,117
45,100
118,84
64,113
70,44
111,45
77,52
108,156
22,116
34,127
86,137
92,68
37,132
89,142
123,55
164,56
69,84
110,85
115,51
101,116
62,45
122,59
113,127
59,156
84,69
102,117
40,142
87,74
107,52
76,64
108,133
183,47
153,55
53,117
99,84
45,113
92,45
51,156
77,65
69,61
42,44
176,44
80,70
164,69
156,65
28,145
12,57
72,71
63,139
64,67
123,153
43,44
130,49
170,85
83,117
138,53
115,149
84,82
81,156
33,116
172,45
118,74
46,55
45,90
65,68
121,85
133,59
32,156
30,46
61,70
122,49
113,117
73,44
114,45
100,147
111,156
84,59
61,155
112,157
72,84
24,44
65,45
116,127
76,54
62,156
163,59
45,103
43,142
77,55
90,74
144,45
15,80
61,47
18,85
174,73
125,68
185,82
164,59
83,71
102,84
75,67
54,44
95,45
80,145
92,156
53,48
23,56
84,72
73,142
107,55
120,74
53,84
139,87
46,45
31,145
151,61
84,157
76,67
108,136
183,50
66,139
107,140
140,88
86,117
132,84
173,85
125,45
63,70
36,116
82,83
110,65
92,133
186,60
123,120
84,49
124,85
115,116
83,84
61,145
136,59
106,67
93,97
30,157
64,70
56,66
116,117
76,44
54,142
114,156
12,145
126,130
151,74
79,55
107,153
27,44
13,146
99,149
154,85
113,84
119,127
65,156
30,49
17,116
69,126
15,155
122,52
100,150
106,44
25,56
186,73
159,56
105,85
42,145
117,59
54,119
128,68
14,46
93,110
57,44
98,45
184,85
84,147
95,156
15,47
142,88
26,56
126,143
99,126
45,155
76,142
96,157
100,127
46,156
92,123
38,152
185,85
105,62
69,139
75,70
143,88
61,135
135,84
108,67
87,44
128,45
53,51
93,87
39,116
45,47
30,147
56,56
122,150
169,82
12,135
86,84
118,116
151,64
79,45
70,76
96,134
154,75
119,117
165,84
46,133
92,100
57,142
158,45
77,120
69,116
115,83
15,145
61,112
135,61
93,64
125,133
30,124
116,84
157,85
62,113
136,62
109,45
61,148
122,127
20,116
93,100
37,56
184,75
16,82
87,142
47,69
107,120
153,87
53,149
99,116
154,52
45,145
126,133
37,141
16,118
131,68
14,157
48,70
154,88
100,117
60,44
46,146
92,113
38,142
98,156
124,65
61,125
139,44
125,146
138,85
184,52
130,81
103,127
75,145
150,59
14,49
86,74
44,157
78,70
84,150
56,131
90,44
131,45
46,123
92,90
38,119
63,63
76,145
104,64
123,77
61,102
62,67
41,44
79,156
105,65
122,117
168,84
169,49
120,44
60,142
161,45
89,56
35,85
55,63
47,59
153,77
25,157
59,70
45,135
119,84
92,67
65,113
71,44
112,45
37,131
123,54
109,156
69,83
14,147
115,50
40,56
18,117
92,103
38,132
15,148
102,116
48,145
93,67
125,136
30,127
51,70
138,75
103,117
169,62
41,142
142,45
88,74
153,54
45,112
70,56
16,85
77,64
154,55
100,84
45,148
92,80
78,145
164,68
143,45
15,125
156,64
47,157
81,70
179,84
93,44
71,142
138,52
84,81
130,48
160,70
172,44
184,55
130,84
171,85
76,76
150,62
34,116
173,45
45,125
119,74
111,70
89,131
123,44
61,69
113,116
187,65
59,145
98,136
28,157
62,70
122,84
40,131
74,44
12,69
112,156
72,83
43,56
75,125
149,74
169,52
161,48
107,77
153,44
93,142
45,102
16,75
117,127
77,54
15,79
61,46
80,59
86,139
18,84
125,67
70,131
104,44
145,45
69,86
115,53
73,56
19,85
179,74
23,55
84,71
29,135
103,84
96,45
107,54
126,67
24,56
76,66
108,135
182,84
183,49
134,44
175,45
74,142
121,74
140,87
45,115
92,47
32,145
69,63
14,127
110,64
67,139
141,88
187,55
133,84
174,85
111,145
156,67
84,48
83,83
122,74
54,56
114,70
12,59
126,44
138,55
123,155
130,51
115,151
116,116
107,67
45,92
31,157
65,70
117,117
77,44
163,84
43,131
107,152
13,145
30,48
144,70
156,44
122,51
155,85
100,149
23,45
157,45
84,61
61,157
73,131
107,44
93,109
76,56
22,85
182,74
129,68
15,46
26,55
126,142
58,44
16,127
15,82
101,85
61,49
96,156
27,56
100,126
125,70
185,84
137,44
77,142
143,87
53,50
72,63
45,46
64,59
123,145
42,157
136,84
109,67
122,149
54,131
129,45
88,44
12,134
46,47
65,60
151,63
57,56
35,117
183,52
119,116
71,76
110,67
55,131
47,127
92,135
166,84
159,45
58,142
123,122
84,51
61,147
136,61
87,56
33,85
93,99
56,68
117,84
76,46
26,45
126,132
38,56
23,156
64,157
16,117
110,44
88,142
107,155
154,87
99,151
100,116
46,145
92,112
30,51
185,74
38,141
124,64
75,59
15,157
61,124
125,145
56,45
54,121
94,157
14,48
93,112
140,44
84,149
15,49
107,132
126,145
45,157
79,70
71,66
57,131
91,44
82,75
123,76
47,117
92,125
38,154
158,70
77,145
105,64
170,44
61,137
53,53
93,89
45,49
30,149
37,45
117,74
75,157
35,84
122,152
169,84
55,62
87,131
121,44
153,76
12,137
23,146
70,78
90,56
36,85
48,59
107,145
154,77
46,135
92,102
38,131
76,157
77,122
69,118
115,85
15,147
135,63
41,56
26,156
127,59
19,117
93,66
125,135
30,126
91,142
103,116
136,64
169,61
120,56
39,131
31,127
78,59
70,55
184,77
16,84
106,157
107,122
53,151
154,54
18,44
45,147
99,118
92,79
71,56
16,120
56,156
17,85
82,65
49,117
143,44
15,124
21,55
46,148
92,115
79,145
124,67
69,131
61,127
108,59
48,157
180,84
30,139
138,87
184,54
89,45
130,83
150,61
14,51
169,74
161,70
12,127
25,146
59,59
173,44
45,124
77,76
109,145
47,84
40,45
174,45
46,125
92,92
37,156
78,157
112,70
38,121
98,135
104,66
123,79
124,44
115,75
61,104
80,117
26,146
39,85
30,116
51,59
110,145
29,157
75,124
122,119
169,51
41,131
161,47
107,76
72,118
118,85
70,45
16,74
150,74
55,65
108,157
142,70
47,61
153,79
154,44
45,137
92,69
37,133
76,124
123,56
69,85
115,52
14,149
21,45
81,59
73,55
59,157
19,84
71,131
105,44
74,56
160,59
20,85
180,74
24,55
184,44
169,64
60,157
153,56
53,118
99,85
72,131
92,46
111,59
49,84
69,62
183,84
176,45
80,71
141,87
92,82
89,156
164,70
82,117
15,127
156,66
62,59
12,58
90,157
138,54
123,154
43,45
130,50
84,83
94,127
40,156
33,117
45,91
117,116
134,56
45,127
32,157
123,46
69,75
80,84
73,45
187,67
98,138
70,156
145,70
63,117
157,44
12,71
126,56
31,84
24,45
75,127
21,156
62,157
161,50
74,131
153,46
107,79
45,104
64,117
77,56
183,74
15,81
61,48
27,55
86,141
125,69
164,60
156,56
102,85
54,45
114,59
92,157
71,134
138,44
84,73
29,137
94,117
107,56
44,116
46,46
65,59
124,145
76,68
108,137
183,51
93,157
132,85
92,49
97,127
58,56
43,156
144,59
36,117
110,66
61,61
187,57
137,56
156,69
84,50
123,121
48,127
122,76
33,84
12,61
167,84
72,75
123,157
56,67
115,153
35,44
76,45
130,53
88,56
73,156
34,85
93,134
25,116
45,94
77,46
107,154
113,85
27,45
86,131
24,156
125,59
30,50
185,73
17,117
63,84
122,53
100,151
106,45
186,74
84,63
107,46
93,111
64,84
57,45
108,127
54,156
15,48
141,44
126,144
151,88
97,117
110,56
61,51
59,127
46,157
92,124
58,131
83,75
75,71
48,117
61,136
135,85
94,84
87,45
147,59
53,52
72,65
159,70
45,48
37,44
171,44
122,151
12,136
46,49
151,65
23,145
38,45
88,131
154,76
13,137
78,117
165,85
24,146
91,56
76,156
77,121
110,69
28,116
92,137
77,157
123,124
84,53
69,153
116,85
61,149
136,63
27,156
128,59
20,117
93,101
56,70
184,76
76,48
108,117
68,44
14,73
74,124
121,56
106,156
107,121
153,88
53,150
126,134
32,127
79,59
71,55
16,119
17,84
82,64
107,157
99,153
19,44
60,45
46,147
92,114
100,118
111,127
185,76
57,156
158,59
83,65
124,66
50,117
61,126
139,45
72,55
85,74
30,138
54,123
14,50
93,114
78,71
51,117
97,84
84,151
49,44
90,45
15,51
87,156
162,70
13,127
18,56
174,44
46,124
92,91
63,64
123,78
115,74
48,84
41,45
26,145
92,127
38,156
79,157
105,66
61,139
81,117
122,118
168,85
127,84
27,146
120,45
93,91
45,51
30,151
31,116
122,154
55,64
47,60
12,139
153,78
32,117
78,84
119,85
45,136
70,80
71,45
56,145
131,59
109,157
14,148
21,44
154,79
155,44
46,137
92,104
38,133
111,117
49,142
77,124
124,56
69,120
15,149
135,65
74,55
20,84
125,137
138,76
110,157
22,44
108,84
169,63
114,127
60,156
161,59
184,79
101,44
107,124
154,56
53,153
100,85
45,149
99,120
92,81
37,145
50,84
15,126
81,71
52,44
179,85
93,45
38,146
90,156
124,69
42,116
127,74
30,141
91,157
51,84
184,56
130,85
150,63
95,127
169,76
142,59
41,156
34,117
45,126
64,139
70,70
82,44
123,45
120,156
80,83
46,127
92,94
187,66
38,123
98,137
104,68
123,81
115,77
61,106
121,157
81,84
122,85
33,44
74,45
125,127
12,70
30,118
71,156
122,121
169,53
114,117
160,84
161,49
107,78
52,142
153,45
32,84
16,76
55,67
47,63
134,68
54,120
154,46
153,81
45,139
86,140
37,135
111,84
104,45
69,87
115,54
15,116
14,151
71,133
82,142
157,56
29,136
103,85
62,84
94,116
40,145
126,68
184,46
130,75
149,88
95,117
55,44
182,85
134,45
53,120
93,156
45,116
92,48
56,125
14,128
61,60
187,56
92,84
133,85
70,145
98,127
145,59
156,68
61,96
122,75
73,70
12,60
126,45
85,44
138,56
123,156
130,52
115,152
21,145
34,84
45,93
36,44
77,45
163,85
74,156
92,61
111,74
123,48
69,77
115,44
156,45
55,142
187,69
30,85
164,85
84,62
54,70
114,84
66,44
107,45
12,73
104,156
35,56
76,57
107,81
153,48
45,106
151,87
97,116
58,45
43,145
109,127
15,83
61,50
152,88
98,117
164,62
137,45
72,64
138,46
123,146
84,75
29,139
95,84
136,85
88,45
73,145
148,59
46,48
65,61
38,44
76,70
108,139
183,53
113,74
13,136
92,51
46,84
24,145
110,68
61,63
79,117
39,44
166,85
92,136
125,84
77,156
123,123
84,52
29,116
75,83
168,45
118,44
56,69
115,155
76,47
117,85
108,116
54,145
129,59
45,96
23,157
57,70
77,48
109,117
69,44
110,45
15,73
107,156
99,152
125,61
70,125
30,52
144,74
185,75
83,64
122,55
100,153
20,44
112,127
58,156
159,59
84,65
54,122
107,48
93,113
99,44
140,45
39,142
68,56
15,50
107,133
126,146
18,55
79,71
98,84
71,67
50,44
91,45
82,76
47,118
88,156
19,56
92,126
38,155
177,84
170,45
61,138
27,145
53,54
93,90
44,85
45,50
30,150
72,67
64,63
56,59
62,139
122,153
128,84
169,85
121,45
12,138
46,51
32,116
151,67
78,83
70,79
49,56
107,146
154,78
146,74
79,84
46,136
111,116
57,145
77,123
69,119
122,45
135,64
26,157
60,70
92,139
112,117
158,84
72,44
50,142
123,126
69,155
110,156
61,151
136,65
73,125
147,74
25,85
139,70
93,103
151,44
184,78
109,84
162,59
107,123
126,136
18,45
132,67
99,119
152,45
53,152
16,121
56,157
68,131
102,44
21,56
99,155
100,120
146,87
46,149
92,116
155,56
38,145
185,78
177,74
124,68
75,63
53,44
180,85
30,140
91,156
138,88
22,56
182,45
128,74
14,52
169,75
120,70
12,128
31,141
72,142
132,44
84,153
96,127
181,85
118,145
46,126
92,93
37,157
71,70
38,122
65,139
131,84
63,66
104,67
123,80
124,45
83,44
115,76
185,55
61,105
121,156
81,83
52,56
